group_kanji,member_number,kanji,original_kanji,meaning,story,frame_number,onyomi
心,9,応,応,"apply, answer, yes, OK, reply, accept","Cave . . . heart. The sense of the key word here is of something appropriate that fills a particular need, and hence “applies.” [7]",7,オウ、 ヨウ、 -ノウ
心,10,想,想,"concept, think, idea, thought","To distinguish this kanji from that of the previous frame, focus on the sense of the “con-” in the word “concept.” Its elements are: inter. . . heart. [13]",13,ソウ、ソ
心,11,恵,恵,"favour, blessing, grace, kindness",Ten . . . fields (or: needle . . . brains) . . . heart. [10],10,
心,12,恐,恐,"fear, dread, awe",Craft . . . mediocre . . . heart. [10],10,キョウ
心,13,感,感,"emotion, feeling, sensation",Mouths . . . marching . . . heart. [13],13,カン
心,14,憂,憂,"melancholy, grieve, lament, be anxious, sad, unhappy","Head . . . crown . . . heart . . . walking legs. Two things merit mention here. First, the doubling-up of the last stroke of head with the top of the crown serves to make the whole more aesthetically beautiful. It happens so rarely that the exceptions are easily learned. Second, try to make a single image out of the four elements. (Religious statuary of melancholy figures should offer plenty of suggestions.) [15]",15,ユウ
心,15,寡,寡,"widow, minority, few","House . . . head . . . dagger. Immediately we get another instance of a very odd exception. Notice how the final stroke of the head is lenghthened, giving the final two strokes a chance to stretch out and make room for the dagger that fits in beneath. [14]",14,カ
心,15,心③,心,,,,
⺖,2,忙,忙,"busy, occupied, restless",State of mind . . . perish. [6],6,ボウ、モウ
⺖,3,悅,悅,"husk, nut shell",State of mind . . . devil. [10],10,
⺖,4,恒,恒,"constancy, always",State of mind . . . span. [9],9,コウ
⺖,5,悼,悼,"lament, grieve over","To keep this character distinct from others of similar connotation, one need only think of the Prophet Jeremiah whose poetry gave an eminence to the state of mind we call lamentation. [11]",11,トウ
⺖,6,怖,怖,"dreadful, be frightened, fearful",State of mind . . . linen. [8],8,フ、ホ
⺖,7,悔,悔,"repent, regret",State of mind . . . every (see frame 458). [9],9,カイ
⺖,8,憎,憎,"hate, detest",State of mind . . . increase. [13],13,ゾウ
⺖,9,慣,慣,"accustomed, get used to, become experienced",State of mind . . . pierce. [14],14,カン
⺖,10,惰,惰,"lazy, laziness",State of mind . . . left (i.e. “sinister”) . . . flesh. [12],12,ダ
⺖,11,慎,慎,"humility, be careful, discreet, prudent",State of mind . . . truth. [13],13,シン
⺖,12,憾,憾,"remorse, regret, be sorry",State of mind . . . emotion. Hint: the etymology of “remorse” indicates a memory that returns again and again to “bite at” one’s conscience and disturb one’s peace of mind. [16],16,カン
⺖,13,憧②,憧,"yearn after, long for, aspire to, admire, adore",,,ショウ、 トウ、 ドウ
⺖,14,憶,憶,"recollection, think, remember",State of mind . . . idea. [16],16,オク
,2,慕,慕,"pining, yearn for, love dearly, adore",Graveyard . . . valentine. Note carefully the stroke order of the valentine primitive. [14],14,ボ
,3,添,添,"annexed, accompany, marry, suit, meet, satisfy, attach, append, garnish, imitate",Water . . . heavens . . . valentine. [11],11,テン
必,1,必①,必,"invariably, certain, inevitable","First note the stroke order of this character, which did not really evolve from the heart, even though we take it that way. If one takes it as a pictograph “dividing” the heart in half, then one has one of those invariably true bits of human anatomy: the fact that each heart is divided into two halves. [5]",5,ヒツ
必,2,泌,泌,"ooze, flow, soak in, penetrate, secrete",Water . . . the invariably divided heart. [8],8,ヒツ、ヒ
必,3,密,密,"secrecy, density (pop), minuteness, carefulness",House . . . invariably . . . mountain. [11],11,ミツ
必,4,蜜,蜜,"honey, nectar, molasses",House . . . invariably . . . insect. [14],14,ミツ、 ビツ
必,4,必②,必,,,,
足,1,足①,足,"leg, foot, be sufficient, counter for pairs of footwear",Mouth . . . mending. Note that the last stroke of mouth and the first of mending overlap. [7],7,ソク
足,3,促,促,"stimulate, urge, press, demand, incite",Person . . . leg. [9],9,ソク
足,4,捉,捉,"catch, capture",Hand . . . leg. [10],10,ソク、 サク
足,5,距,距,"long-distance, spur, fetlock",Wooden leg . . . gigantic. [12],12,キョ
足,6,跳,跳,"hop, leap up, spring, jerk, prance, buck, splash, sputter, snap",Wooden leg . . . portent. [13],13,チョウ
足,7,躍,躍,"leap, dance, skip",Wooden leg . . . feathers . . . turkey. [21],21,ヤク
足,8,践,践,"tread, step on, trample, practice, carry through",Wooden leg . . . parade float. [13],13,セン
足,9,踪②,踪,"remains, clue, footprint",Wooden leg . . . Main point. [15],15,ソウ、 ショウ
足,10,蹴②,蹴,kick,Legs . . . Take position. [19],19,シュク、 シュウ
足,11,踏,踏,"step, trample, carry through, appraise, evade payment",The meaning of this character is virtually identical with that of the last frame. Be sure to come up with distinct connotations suggested by phrases in which each is commonly used. Wooden leg . . . water . . . sun. [15],15,トウ
足,11,足②,足,,,,
路,1,路①,路,"path, route, road, distance",Wooden leg . . . each. [13],13,ロ、 ル
路,2,露,露,"dew, tears, expose, Russia",Rain . . . path. [21],21,ロ、 ロウ
路,2,路②,路,,,,
骨,1,骨①,骨,"skeleton, bone, remains, frame","This kanji and primitive refer to the part of the body composed of the bones and their joints. The top part of the kanji, terminating in the element for crown, is a pictograph of a bone joint. I leave it to you to put the pieces together, so to speak. [10]",10,コツ
骨,2,髄,髄,"marrow, pith, essence",Skeleton . . . possess . . . road. [19],19,ズイ
骨,3,骸②,骸,"bone, body, corpse",,,ガイ、 カイ
骨,4,滑,滑,"slippery, slide, slip, flunk",Water . . . skeleton. [13],13,カツ、 コツ
骨,4,骨②,骨,,,,
咼,1,咼①,咼,jawbone,* jawbone ‚ The meaning of this primitive is taken from the combination of “the joint” above and the mouth in the cowl below. [9],9,
咼,2,禍,禍,"calamity, misfortune, evil, curse",Altar . . . jawbone. [13],13,カ
咼,3,渦,渦,"whirlpool, eddy, vortex",Water . . . jawbone. [12],12,カ
咼,4,鍋,鍋,"pot, pan, kettle",Water . . . jawbone. [12],12,カ
咼,5,過,過,"overdo, exceed, go beyond, error",Jawbone . . . road. [12],12,カ
咼,5,咼②,咼,,,,
才,1,才①,才,"genius, years old, cubic shaku","Whatever one is particularly adept at—one’s special “genius”—one can do very easily, “with one finger” as the phrase goes. This kanji is a pictograph of that one finger. Note how its distinctive form is created by writing the final stroke of the element for fingers backwards. [3]",3,サイ
才,1,才②,才,genie,"* + , * The primitive meaning, genie, derives from the roots of the word genius. Use the genie out in the open when the primitive appears to the right of or below its relative primitive; in that case it also keeps its same form. At the left, the form is altered to c, and the meaning becomes a genie in the bottle. 2",,サイ
才,2,財,財,"property, money, wealth, assets",Clam . . . genie. [10],10,ザイ、サイ、ゾク
才,3,材,材,"lumber, log, timber, wood, materials, ingredients, talent",Tree . . . genie. [7],7,ザイ
才,3,才③,才,,,,
,2,在,在,"exist, outskirts, suburbs, located in",Genie in the bottle . . . soil. [6],6,ザイ
,3,存,存,"exist, suppose, be aware of, believe, feel",Genie in the bottle . . . a child. Hint: focus on the key word’s connotation of “make believe”. [6],6,ソン、ゾン
,2,丈,丈,"length, ten shaku, measure, Mr., Ms., height, stature, all (one has), only, that's all, merely","The length whose measure this kanji depicts extends from the tip of one hand to the tip of the other with arms at full length. Notice the final stroke, which cuts across the vertical second stroke to distinguish it from large (frame 107). [3]",3,ジョウ
史,1,史①,史,"history, chronicle",A mouth . . . tucked under the arm. [5],5,シ
史,2,吏,吏,"officer, an official",One . . . mouth . . . tucked under the arm. [6],6,リ
史,2,史②,史,,,,
更,1,更①,更,grow late,The implication behind the meaning of grow late is that things are changing in the same way that the day turns into night. The elements: ceiling . . . sun . . . tucked under the arm. [7],7,コウ
更,2,梗,梗,"for the most part, close up, flower stem",,,コウ、 キョウ
更,3,硬,硬,"stiff, hard",Rocks . . . grow late. [12],12,コウ
更,3,更②,更,,,,
卩,1,卩①,卩,stamp,* stamp A This character is a kind of pictograph of a stamp that may best be imagined as a postage stamp to distinguish it from other stamp-like things to come up later. [2],2,
卩,1,卩②,卩,,,,
卸,1,卸①,卸,wholesale,"The left primitive is a union of a horse and footprint. To the right, the stamp. [9]",9,シャ
卸,2,御,御,"honorable, manipulate, govern",Line . . . wholesale. [12],12,ギョ、ゴ
卸,3,服,服,"clothing, admit, obey, discharge",Flesh . . . stamp . . . crotch. Note how the stamp is stretched out here. [8],8,フク
卸,4,命,命,"fate, command, decree, destiny, life, appoint","This character connotes life in general, but also the particular life that is fated one by virtue of the distinctive character with which one is born. Its elements are: fit . . . stamp. The bottom portion of fit is nudged to the left in order to make room for the stamp. [8]",8,メイ、ミョウ
卸,4,卸②,卸,,,,
マ,2,通,通,"traffic, pass through, avenue, commute, counter for letters, notes, documents, etc.","Chop-seal . . . utilize . . . road. By combining the first two primitives into a single image, you will be able to use that image in a few instances later, one of which comes immediately. [10]",10,ツウ、ツ
マ,3,踊,踊,"jump, dance, leap, skip",Wooden leg . . . chop-seal . . . utilize. [14],14,ヨウ
勇,1,勇①,勇,"courage, cheer up, be in high spirits, bravery, heroism",Chop-seal . . . male. [9],9,ユウ
勇,2,湧,湧,"boil, ferment, seethe, uproar, breed",Water . . . ice. [12],12,ユウ、 ヨウ、 ユ
勇,2,勇②,勇,,,,
令,1,令①,令,"orders, laws, command, decree, good",Meeting . . . chop-seal. [5],5,レイ
令,2,零,零,"zero, spill, overflow, nothing, cipher",Rain . . . orders. [12],12,レイ
令,3,齢②,齢,age,This character is used to express the years of one’s age. Its elements: teeth . . . orders. [17],17,レイ
令,4,冷,冷,"cool, cold (beer, person), chill",Ice . . . orders. [7],7,レイ
令,5,領,領,"jurisdiction, dominion, territory, fief, reign",Orders . . . head. [14],14,リョウ
令,6,鈴,鈴,"small bell, buzzer",Gold . . . orders. [13],13,レイ、 リン
令,6,令②,令,,,,
𠂎,1,𠂎①,𠂎,receipt,"* receipt Š This primitive element is actually the mirror-image of that for stamp, but since Japanese does not permit a stroke to go to the left and bottom in one swoop, the visual similarity is not perfectly clear. If you play with the idea with pen and paper, its logic will become obvious. [3]",3,
𠂎,1,𠂎②,𠂎,,,,
卯,1,卯①,卯,"sign of the hare or rabbit, fourth sign of Chinese zodiac, 5-7AM, east",Receipt . . . stamp. [6],6,
卯,2,柳,柳,willow,Tree . . . receipt . . . stamp. [9],9,リュウ
卯,3,卵,卵,"egg, ovum, spawn, roe",Receipt . . . stamp . . . and a drop in each side to represent a little smear of egg yolk. The third stroke is drawn slightly higher to close the egg up tightly and keep the yoke inside. [7],7,ラン
卯,3,卯②,卯,,,,
抑,1,抑①,抑,"repress, well, now, in the first place, push, shove, press, seal, do in spite of",Fingers . . . box . . . stamps. [7],7,ヨク
抑,2,仰,仰,"face-up, look up, depend, seek, respect, rever, drink, take","This character is used both for lying on one’s back faceup, and for looking up to someone with respect and awe. Its elements: person . . . box . . . stamps. [6]",6,ギョウ、 コウ
抑,3,迎,迎,"welcome, meet, greet",Box . . . stamps . . . road. [7],7,ゲイ
抑,3,抑②,抑,,,,
留,1,留①,留,"detain, fasten, halt, stop",Receipt . . . dagger . . . rice field. [10],10,リュウ、ル
留,2,溜,溜,,,,
留,3,瑠,瑠,lapis lazuli,,,ル、リュウ
留,4,榴,榴,,,,
留,5,瘤,瘤,,,,
留,6,霤,霤,,,,
留,7,籀,籀,,,,
留,8,餾,餾,,,,
留,9,鰡,鰡,,,,
留,10,貿,貿,"trade, exchange","Receipt . . . dagger . . . shells. Though the meanings are related, do not confuse with make a deal (frame 439) or wholesale (frame 1397). [12]",12,ボウ
留,10,留②,留,,,,
𠀉,1,𠀉①,𠀉,staples,"* staples ‹ This primitive represents a number of small staples, like the kind commonly used in an office and at school. [4]",4,
𠀉,2,印,印,"stamp, seal, mark, imprint, symbol, emblem, trademark, evidence, souvenir, India",At last we come to the general character meaning stamp. Its elements: staples . . . stamp. [6],6,イン
𠀉,2,𠀉②,𠀉,,,,
段,1,段①,段,"grade, steps, stairs","The kanji connoting rank or class shows us a new element on the left: the familiar primitive for staples with an additional stroke cutting through the vertical stroke. It is easiest in these cases to make a primitive related to what we already know. Hence, we call it a staple gun. To the right, missile. [9]",9,ダン、タン
段,2,鍛,鍛,"forge, discipline, train",Metal . . . grade. [17],17,タン
段,2,段②,段,,,,
臼,1,臼①,臼,"mortar, bomb",,,キュウ、 グ
臼,2,潟,潟,lagoon,Water . . . morter . . . . tail feathers [15],15,セキ
臼,3,餡,餡,bean jam,,,アン、 カン
臼,4,興,興,"entertain, revive, retrieve, interest, pleasure","Let this character represent a wheel of fortune that has been tampered with. On both sides you see the staples separating one number’s slot from the next, and between them the character for the same—indicating that it has been fixed to repeat the same number. Beneath is the primitive for a tool, which refers to the wheel itself. All together, a fitting symbol for entertainment, especially if you are the owner of the wheel. [16]",16,コウ、 キョウ
臼,5,毀②,毀,"break, destroy, censure, be chipped, be scratched, be broken, be ruined",Morter . . . ground . . . . Missile [13],13,キ
